ProductKey,OrderDatumKey,RequiredDatumKey,ShippedDatumKey,CustomerKey,ShipperKey,AddressKey,EmployeeKey,OrderID,UnitPrice,Quantity,Discount,LineTotal,Freight
1,19980226,19980326,19980305,30,1,31,3,10911,18,10,0,180,38.19
1,19980302,19980330,19980311,10,3,11,3,10918,18,60,270,810,48.83
1,19980309,19980406,19980318,88,3,87,4,10935,18,21,0,378,47.59
1,19980406,19980504,19980408,78,3,78,3,11003,18,4,0,72,14.91
1,19980407,19980505,19980410,90,1,89,2,11005,18,2,0,36,0.75
1,19980407,19980505,19980415,32,2,33,3,11006,18,8,0,144,25.19
1,19980415,19980513,19980424,87,3,86,6,11025,18,10,18,162,29.17
1,19980417,19980515,19980424,71,2,71,6,11031,18,45,0,810,227.22
1,19980420,19980518,19980424,76,2,76,2,11035,18,10,0,180,0.17
1,19980424,19980522,19980501,19,3,21,7,11047,18,25,112.5,337.5,46.62
1,19980505,19980602,,44,1,45,2,11070,18,40,108,612,136
2,19960712,19960809,19960715,68,3,68,9,10255,15.2,20,0,304,148.33
2,19960717,19960814,19960723,20,1,22,1,10258,15.2,50,152,608,140.51
2,19960724,19960821,19960823,24,3,25,6,10264,15.2,35,0,532,3.67
2,19960905,19961003,19960911,37,2,38,6,10298,15.2,40,0,608,168.22
2,19961011,19961108,19961014,24,1,25,2,10327,15.2,25,76,304,63.36
2,19961022,19961119,19961024,37,2,38,7,10335,15.2,7,21.280001,85.12,42.11
2,19961030,19961113,19961104,25,2,28,4,10342,15.2,24,72.959999,291.84,54.83
2,19961225,19970122,19970103,71,3,71,1,10393,15.2,25,95,285,126.56
2,19970117,19970214,19970124,63,1,63,4,10418,15.2,60,0,912,17.55
2,19970204,19970318,19970207,16,2,17,8,10435,15.2,10,0,152,9.21
2,19970210,19970310,19970228,71,2,71,4,10440,15.2,45,102.6,581.4,86.53
2,19970310,19970407,19970314,89,1,88,1,10469,15.2,40,91.199997,516.8,60.18
2,19970325,19970408,19970331,47,2,48,4,10485,15.2,20,30.4,273.6,64.45
2,19970411,19970509,19970418,89,3,88,4,10504,19,12,0,228,59.13
2,19970725,19970822,19970801,91,2,90,6,10611,19,10,0,190,80.65
2,19970806,19970903,19970811,67,3,67,4,10622,19,20,0,380,50.97
2,19970814,19970911,19970819,86,1,18,8,10632,19,30,28.5,541.5,41.38
2,19970822,19970919,19970826,35,2,36,4,10641,19,50,0,950,179.61
2,19971014,19971111,19971020,24,2,25,6,10703,19,5,0,95,152.3
2,19971022,19971119,19971027,71,3,71,5,10714,19,30,142.5,427.5,24.49
2,19971029,19971210,19971104,71,1,71,8,10722,19,3,0,57,74.58
2,19971114,19971128,19971118,4,3,5,4,10741,19,15,57,228,10.96
2,19971205,19980102,19971209,56,1,57,4,10766,19,40,0,760,157.55
2,19971219,19980102,19971226,41,1,42,2,10787,19,15,14.25,270.75,249.93
2,19971223,19980120,19971231,91,3,90,1,10792,19,10,0,190,23.79
2,19971231,19980128,19980105,84,2,84,3,10806,19,20,95,285,22.11
2,19980105,19980202,19980109,67,1,67,1,10813,19,12,45.599998,182.4,47.38
2,19980113,19980210,19980123,38,1,39,9,10829,19,10,0,190,154.72
2,19980126,19980223,19980202,67,1,67,5,10851,19,5,4.75,90.25,160.55
2,19980126,19980209,19980130,65,1,65,8,10852,19,15,0,285,174.05
2,19980128,19980225,19980210,3,2,4,3,10856,19,20,0,380,58.43
2,19980203,19980303,19980212,5,1,6,5,10866,19,21,99.75,299.25,109.11
2,19980212,19980312,19980218,76,3,76,6,10885,19,20,0,380,5.64
2,19980216,19980316,19980223,30,2,31,1,10888,19,20,0,380,51.87
2,19980310,19980407,19980313,49,2,50,2,10939,19,10,28.5,161.5,76.33
2,19980401,19980429,19980407,63,1,63,1,10991,19,50,190,760,38.51
2,19980414,19980512,19980421,63,1,63,3,11021,19,11,52.25,156.75,297.18
2,19980417,19980515,19980427,71,2,71,7,11030,19,100,475,1425,830.75
2,19980422,19980520,19980428,14,2,15,3,11041,19,30,114,456,48.22
2,19980424,19980522,19980504,31,1,32,3,11049,19,10,38,152,8.34
2,19980505,19980602,,44,1,45,2,11070,19,20,57,323,136
2,19980505,19980602,,20,2,22,4,11072,19,8,0,152,258.64
2,19980506,19980603,,68,2,68,8,11075,19,10,28.5,161.5,6.19
2,19980506,19980603,,65,2,65,1,11077,19,24,91.199997,364.8,8.53
3,19960826,19960923,19960828,11,3,12,7,10289,8,30,0,240,22.77
3,19970106,19970203,19970122,47,1,48,1,10405,8,50,0,400,34.82
3,19970325,19970408,19970331,47,2,48,4,10485,8,20,16,144,64.45
3,19970519,19970616,19970613,63,3,63,3,10540,10,60,0,600,1007.64
3,19970707,19970721,19970716,83,1,83,1,10591,10,14,0,140,55.92
3,19971013,19971124,19971021,1,1,2,4,10702,10,6,0,60,23.94
3,19971114,19971212,19971118,10,3,11,3,10742,10,20,0,200,243.73
3,19971203,19971231,19971208,20,3,22,6,10764,10,20,20,180,145.45
3,19980123,19980220,19980130,39,2,40,9,10849,10,49,0,490,0.56
3,19980128,19980225,19980206,5,2,6,8,10857,10,30,0,300,188.85
3,19980413,19980511,19980420,20,2,22,9,11017,10,25,0,250,754.26
3,19980506,19980603,,65,2,65,1,11077,10,4,0,40,8.53
4,19960919,19961017,19961023,37,1,38,3,10309,17.6,20,0,352,47.3
4,19961010,19961107,19961014,8,2,9,4,10326,17.6,24,0,422.4,77.92
4,19961023,19961120,19961025,60,2,60,7,10336,17.6,18,31.68,285.12,15.51
4,19961028,19961125,19961104,51,2,52,2,10339,17.6,10,0,176,15.66
4,19961101,19961129,19961105,89,2,88,4,10344,17.6,35,0,616,23.29
4,19970304,19970401,19970314,28,2,29,4,10464,17.6,16,56.32,225.28,89
4,19970418,19970516,19970421,9,3,10,4,10511,22,50,165,935,350.64
4,19970505,19970602,19970507,63,1,63,7,10527,22,50,110,990,41.9
4,19970512,19970609,19970522,24,1,25,8,10533,22,50,55,1045,188.04
4,19970722,19970819,19970731,81,3,81,4,10606,22,20,88,352,79.4
4,19970818,19970915,19970821,49,3,50,8,10635,22,10,22,198,47.46
4,19970819,19970916,19970826,87,1,86,4,10636,22,25,0,550,1.15
4,19970902,19970930,19970911,5,1,6,5,10654,22,12,26.4,237.6,55.26
4,19971014,19971111,19971107,62,1,62,6,10704,22,6,0,132,4.78
4,19971103,19971117,19971205,19,1,21,4,10726,22,25,0,550,16.56
4,19980122,19980305,19980123,76,3,76,2,10846,22,21,0,462,56.46
4,19980226,19980326,19980304,62,1,62,4,10913,22,30,165,495,33.05
4,19980316,19980413,19980323,49,2,50,1,10950,22,5,0,110,2.5
4,19980406,19980504,19980414,65,3,65,2,11000,22,25,137.5,412.5,55.12
4,19980506,19980603,,65,2,65,1,11077,22,1,0,22,8.53
5,19960717,19960814,19960723,20,1,22,1,10258,17,65,221,884,140.51
5,19960722,19960819,19960725,65,3,65,8,10262,17,12,40.799999,163.2,48.29
5,19960827,19960924,19960903,15,1,16,8,10290,17,20,0,340,79.7
5,19961213,19970110,19961216,20,1,22,4,10382,17,32,0,544,94.77
5,19970818,19970915,19970821,49,3,50,8,10635,21.35,15,32.025002,288.225,47.46
5,19971017,19971128,19971105,77,2,77,6,10708,21.35,4,0,85.4,2.96
5,19980123,19980220,19980129,16,2,17,7,10848,21.35,30,0,640.5,38.24
5,19980318,19980415,19980327,54,2,55,7,10958,21.35,20,0,427,49.56
5,19980417,19980515,19980427,71,2,71,7,11030,21.35,70,0,1494.5,830.75
5,19980424,19980522,19980501,19,3,21,7,11047,21.35,30,160.125,480.375,46.62
6,19960919,19961017,19961023,37,1,38,3,10309,20,30,0,600,47.3
6,19961009,19961023,19961014,39,3,40,1,10325,20,6,0,120,64.86
6,19970801,19970912,19970808,51,1,52,1,10618,25,70,0,1750,154.68
6,19971107,19971205,19971112,31,3,32,2,10734,25,30,0,750,1.63
6,19980113,19980224,19980121,81,2,81,4,10830,25,6,0,150,81.83
6,19980205,19980305,19980210,9,2,10,9,10871,25,50,62.5,1187.5,112.27
6,19980309,19980406,19980312,44,3,45,3,10934,25,20,0,500,32.01
6,19980313,19980410,19980317,10,3,11,2,10949,25,12,0,300,74.44
6,19980316,19980427,19980324,1,1,2,1,10952,25,16,20,380,40.42
6,19980331,19980428,19980402,61,1,61,2,10989,25,40,0,1000,34.76
6,19980506,19980603,,9,2,10,4,11076,25,20,125,375,38.28
6,19980506,19980603,,65,2,65,1,11077,25,1,0.5,24.5,8.53
7,19960722,19960819,19960725,65,3,65,8,10262,24,15,0,360,48.29
7,19961217,19970114,19961223,75,2,75,1,10385,24,10,48,192,30.96
7,19970227,19970327,19970228,84,2,84,4,10459,24,16,19.200001,364.8,25.09
7,19970311,19970408,19970318,11,3,12,2,10471,24,30,0,720,45.59
7,19970418,19970516,19970421,9,3,10,4,10511,30,50,225,1275,350.64
7,19970523,19970620,19970527,84,3,84,1,10546,30,10,0,300,194.72
7,19970707,19970721,19970716,83,1,83,1,10591,30,10,0,300,55.92
7,19970722,19970819,19970725,71,1,71,5,10607,30,45,0,1350,200.24
7,19970815,19970912,19970821,23,3,24,4,10634,30,35,0,1050,487.38
7,19971006,19971103,19971009,63,3,63,8,10694,30,90,0,2700,398.36
7,19971205,19980102,19971209,56,1,57,4,10766,30,35,0,1050,157.55
7,19971222,19980119,19971226,31,1,32,6,10790,30,3,13.5,76.5,28.23
7,19980115,19980212,19980123,56,2,57,6,10833,30,20,60,540,71.49
7,19980129,19980226,19980203,40,1,41,2,10858,30,5,0,150,52.51
7,19980226,19980326,19980306,66,2,66,4,10908,30,20,30,570,32.96
7,19980226,19980326,19980310,70,2,70,1,10909,30,12,0,360,53.05
7,19980311,19980408,19980323,9,3,10,8,10940,30,8,0,240,19.77
7,19980318,19980415,19980327,54,2,55,7,10958,30,6,0,180,49.56
7,19980319,19980416,19980323,63,2,63,8,10962,30,45,0,1350,275.79
7,19980326,19980423,19980331,20,2,22,8,10979,30,18,0,540,353.07
7,19980327,19980424,19980408,10,1,11,2,10982,30,20,0,600,14.01
7,19980331,19980428,19980406,19,1,21,8,10987,30,60,0,1800,185.48
7,19980331,19980428,19980410,65,2,65,3,10988,30,60,0,1800,61.14
7,19980406,19980504,19980414,24,2,25,2,11001,30,60,0,1800,197.3
7,19980409,19980507,19980421,66,2,66,2,11010,30,20,0,600,28.71
7,19980414,19980428,19980424,11,2,12,1,11023,30,4,0,120,123.83
7,19980428,19980512,19980501,19,2,21,8,11056,30,40,0,1200,278.96
7,19980505,19980602,,46,1,47,1,11071,30,15,22.5,427.5,0.93
7,19980506,19980603,,65,2,65,1,11077,30,1,1.5,28.5,8.53
8,19961101,19961129,19961105,89,2,88,4,10344,32,70,560,1680,23.29
8,19961104,19961202,19961111,63,2,63,2,10345,32,70,0,2240,249.06
8,19970418,19970516,19970421,9,3,10,4,10511,40,10,60,340,350.64
8,19970430,19970528,19970506,44,1,45,4,10522,40,24,0,960,45.33
8,19971007,19971118,19971014,90,1,89,7,10695,40,10,0,400,16.72
8,19971017,19971114,19971120,31,3,32,1,10709,40,40,0,1600,210.8
8,19971219,19980116,19971223,62,1,62,8,10786,40,30,240,960,110.87
8,19980113,19980210,19980123,38,1,39,9,10829,40,20,0,800,154.72
8,19980218,19980318,19980220,39,2,40,9,10893,40,30,0,1200,77.78
8,19980325,19980422,19980327,10,3,11,1,10975,40,16,0,640,32.27
8,19980326,19980423,19980423,50,2,51,9,10978,40,20,120,680,32.82
8,19980408,19980506,19980413,60,2,60,8,11007,40,30,0,1200,202.24
8,19980506,19980603,,65,2,65,1,11077,40,2,8,72,8.53
9,19970121,19970218,19970127,88,1,87,3,10420,77.6,20,155.2,1396.8,44.12
9,19970423,19970507,19970523,63,1,63,2,10515,97,16,232.8,1319.2,204.47
9,19970930,19971028,19971030,37,2,38,9,10687,97,50,1212.5,3637.5,296.43
9,19971006,19971020,19971010,89,3,88,3,10693,97,6,0,582,139.34
9,19980123,19980220,19980129,16,2,17,7,10848,97,3,0,291,38.24
10,19960805,19960902,19960812,63,3,63,3,10273,24.8,24,29.76,565.44,76.07
10,19960808,19960822,19960814,80,3,80,8,10276,24.8,15,0,372,13.84
10,19961119,19961217,19961202,46,3,47,1,10357,24.8,30,148.8,595.2,34.88
10,19961220,19970117,19961224,10,2,11,4,10389,24.8,16,0,396.8,47.42
10,19970218,19970318,19970227,7,2,8,3,10449,24.8,14,0,347.2,53.3
10,19970219,19970319,19970311,84,2,84,8,10450,24.8,20,99.199997,396.8,7.23
10,19970318,19970401,19970326,84,3,84,2,10478,24.8,20,24.799999,471.2,4.81
10,19970428,19970526,19970501,14,3,15,6,10519,31,16,24.799999,471.2,91.76
10,19970501,19970529,19970507,5,2,6,1,10524,31,2,0,62,244.79
10,19970613,19970711,19970709,29,3,30,3,10568,31,5,0,155,6.54
10,19970724,19970821,19970730,18,2,20,7,10609,31,10,0,310,1.85
10,19970728,19970825,19970801,71,2,71,1,10612,31,70,0,2170,544.08
10,19970827,19971008,19970903,37,3,38,9,10646,31,18,139.5,418.5,142.33
10,19970910,19971008,19970919,28,3,29,1,10664,31,24,111.6,632.4,1.27
10,19970922,19971020,19970929,80,2,80,2,10676,31,2,0,62,2.01
10,19970929,19971013,19971003,31,2,32,4,10685,31,20,0,620,33.75
10,19971001,19971015,19971007,83,2,83,4,10688,31,18,55.799999,502.2,299.09
10,19971022,19971119,19971024,71,1,71,1,10713,31,18,0,558,167.05
10,19971023,19971106,19971029,9,1,10,3,10715,31,21,0,651,63.2
10,19971030,19971211,19971105,51,2,52,8,10724,31,16,0,496,57.75
10,19971212,19980109,19971226,78,1,78,7,10775,31,6,0,186,20.25
10,19971218,19980115,19971224,33,3,34,1,10785,31,10,0,310,1.51
10,19971230,19980127,19980107,72,2,72,6,10804,31,36,0,1116,27.33
10,19980112,19980126,19980206,9,2,10,1,10827,31,15,0,465,63.54
10,19980120,19980217,19980129,76,2,76,5,10841,31,16,0,496,424.3
10,19980127,19980224,19980205,20,2,22,3,10854,31,100,465,2635,100.22
10,19980206,19980306,19980211,30,2,31,5,10874,31,10,0,310,19.58
10,19980213,19980313,19980302,34,1,35,1,10886,31,70,0,2170,4.99
10,19980304,19980401,19980408,5,2,6,3,10924,31,20,62,558,151.52
10,19980312,19980409,19980319,83,2,83,1,10946,31,25,0,775,27.2
10,19980313,19980410,19980317,10,3,11,2,10949,31,30,0,930,74.44
10,19980414,19980512,19980416,56,2,57,2,11020,31,24,111.6,632.4,43.3
10,19980506,19980603,,65,2,65,1,11077,31,1,0,31,8.53
11,19960704,19960801,19960716,85,3,85,5,10248,14,12,0,168,32.38
11,19960903,19961001,19960911,46,1,47,6,10296,16.8,12,0,201.6,0.12
11,19961011,19961108,19961014,24,1,25,2,10327,16.8,50,168,672,63.36
11,19961113,19961211,19961125,59,3,59,7,10353,16.8,12,40.32,161.28,360.63
11,19961127,19961225,19961202,3,2,4,3,10365,16.8,24,0,403.2,22
11,19970107,19970204,19970130,56,2,57,2,10407,16.8,30,0,504,91.48
11,19970203,19970303,19970213,24,2,25,3,10434,16.8,6,0,100.8,17.92
11,19970211,19970311,19970218,20,2,22,3,10442,16.8,30,0,504,47.94
11,19970212,19970312,19970214,66,1,66,8,10443,16.8,6,20.16,80.64,13.95
11,19970306,19970403,19970313,15,1,16,4,10466,16.8,10,0,168,11.93
11,19970326,19970423,19970402,35,2,36,1,10486,16.8,5,0,84,30.53
11,19970328,19970425,19970409,59,2,59,6,10489,16.8,15,63,189,5.29
11,19970506,19970520,19970509,32,2,33,6,10528,21,3,0,63,3.35
11,19970513,19970610,19970521,3,1,4,4,10535,21,50,105,945,15.64
11,19970520,19970617,19970526,39,3,40,1,10542,21,15,15.75,299.25,10.95
11,19970522,19970619,19970626,43,2,44,8,10545,21,10,0,210,11.92
11,19970530,19970627,19970603,87,2,86,2,10553,21,15,0,315,149.49
11,19970612,19970710,19970618,7,1,8,9,10566,21,35,110.25,624.75,88.4
11,19970617,19970715,19970619,51,3,52,3,10570,21,15,15.75,299.25,188.99
11,19970729,19970826,19970801,6,3,7,8,10614,21,14,0,294,1.93
11,19970819,19970916,19970826,62,1,62,6,10637,21,10,0,210,201.29
11,19971009,19971106,19971017,20,1,22,4,10698,21,15,0,315,272.47
11,19971103,19971117,19971205,19,1,21,4,10726,21,5,0,105,16.56
11,19971209,19980106,19971217,34,3,35,8,10770,21,15,78.75,236.25,5.32
11,19971225,19980122,19980105,17,2,19,7,10797,21,20,0,420,33.35
11,19971226,19980123,19980105,72,3,72,1,10800,21,50,105,945,137.44
11,19980109,19980206,19980113,46,2,47,5,10823,21,20,42,378,163.97
11,19980120,19980217,19980129,80,3,80,1,10842,21,15,0,315,54.42
11,19980130,19980313,19980202,44,2,45,8,10862,21,25,0,525,53.23
11,19980204,19980304,19980209,72,1,72,5,10869,21,10,0,210,143.28
11,19980216,19980316,19980223,65,3,65,9,10889,21,40,0,840,280.61
11,19980226,19980326,19980318,37,2,38,2,10912,21,40,210,630,580.91
11,19980304,19980401,19980311,2,3,3,4,10926,21,2,0,42,39.92
11,19980312,19980326,19980313,10,3,11,6,10944,21,5,26.25,78.75,52.92
11,19980330,19980427,19980421,54,2,55,8,10986,21,30,0,630,217.86
11,19980331,19980428,19980402,61,1,61,2,10989,21,15,0,315,34.76
11,19980422,19980520,19980429,74,2,74,5,11043,21,10,0,210,8.8
11,19980505,19980602,,58,2,58,2,11073,21,10,0,210,24.95
12,19960726,19960906,19960731,87,3,86,3,10266,30.4,12,18.24,346.56,25.73
12,19970207,19970307,19970210,51,3,52,6,10439,30.4,15,0,456,4.07
12,19970514,19970611,19970606,44,2,45,3,10536,38,15,142.5,427.5,58.88
12,19970521,19970618,19970523,46,2,47,8,10543,38,30,171,969,48.17
12,19970815,19970912,19970818,20,3,22,7,10633,38,36,205.2,1162.8,477.9
12,19970923,19971021,19971016,71,3,71,7,10678,38,100,0,3800,388.98
12,19971007,19971118,19971014,90,1,89,7,10695,38,4,0,152,16.72
12,19971027,19971124,19971029,39,3,40,1,10718,38,36,0,1368,170.88
12,19980323,19980420,19980401,20,3,22,1,10968,38,30,0,1140,74.6
12,19980326,19980423,19980331,20,2,22,8,10979,38,20,0,760,353.07
12,19980413,19980511,19980416,48,2,49,4,11018,38,20,0,760,11.65
12,19980423,19980521,19980424,86,2,18,8,11046,38,20,38,722,71.64
12,19980424,19980522,19980504,31,1,32,3,11049,38,4,30.4,121.6,8.34
12,19980506,19980603,,65,2,65,1,11077,38,2,3.8,72.2,8.53
13,19960808,19960822,19960814,80,3,80,8,10276,4.8,10,0,48,13.84
13,19960827,19960924,19960904,61,2,61,6,10291,4.8,20,9.6000004,86.4,6.4
13,19961009,19961023,19961014,39,3,40,1,10325,4.8,12,0,57.6,64.86
13,19961216,19970113,19961218,4,3,5,8,10383,4.8,20,0,96,34.24
13,19961223,19970120,19961231,17,3,19,3,10391,4.8,18,0,86.4,5.45
13,19961225,19970122,19970103,36,3,37,1,10394,4.8,10,0,48,30.34
13,19970121,19970218,19970127,88,1,87,3,10420,4.8,2,0.95999998,8.64,44.12
13,19970303,19970331,19970318,16,1,17,2,10462,4.8,1,0,4.8,6.17
13,19970416,19970514,19970513,56,2,57,1,10508,6,10,0,60,4.99
13,19970505,19970602,19970515,87,2,86,4,10526,6,10,0,60,58.59
13,19970516,19970613,19970523,11,3,12,6,10539,6,8,0,48,12.36
13,19970716,19970827,19970722,35,1,36,7,10601,6,60,0,360,58.3
13,19970729,19970826,19970801,35,2,36,4,10613,6,8,4.8000002,43.2,8.11
13,19970815,19970912,19970818,20,3,22,7,10633,6,13,11.7,66.3,477.9
13,19971111,19971209,19971118,85,2,85,2,10737,6,4,0,24,7.79
13,19971119,19971217,19971121,14,3,15,1,10746,6,6,0,36,31.43
13,19971226,19980206,19980105,39,3,40,9,10799,6,20,18,102,30.76
13,19980101,19980129,19980107,42,3,43,2,10810,6,7,0,42,4.33
13,19980113,19980210,19980123,38,1,39,9,10829,6,10,0,60,154.72
13,19980114,19980211,19980119,41,2,42,2,10832,6,3,3.5999999,14.4,43.26
13,19980116,19980213,19980123,5,3,6,9,10837,6,6,0,36,13.32
13,19980127,19980224,19980205,20,2,22,3,10854,6,65,58.5,331.5,100.22
13,19980218,19980318,19980220,71,1,71,1,10894,6,28,8.3999996,159.6,116.13
13,19980220,19980320,19980306,54,2,55,4,10898,6,5,0,30,1.27
13,19980224,19980324,19980304,34,3,35,3,10903,6,40,0,240,36.71
13,19980304,19980401,19980311,2,3,3,4,10926,6,10,0,60,39.92
13,19980306,19980320,19980319,68,2,68,4,10931,6,42,37.799999,214.2,13.6
13,19980310,19980407,19980316,63,2,63,3,10938,6,20,30,90,31.89
13,19980311,19980408,19980323,9,3,10,8,10940,6,20,0,120,19.77
13,19980311,19980408,19980319,11,2,12,4,10943,6,15,0,90,2.17
13,19980312,19980409,19980318,52,1,53,4,10945,6,20,0,120,10.22
13,19980319,19980416,19980323,63,2,63,8,10962,6,77,0,462,275.79
13,19980327,19980424,19980406,71,2,71,2,10983,6,84,75.599998,428.4,657.54
13,19980406,19980504,19980416,71,1,71,4,11002,6,56,0,336,141.16
13,19980415,19980513,19980424,87,3,86,6,11025,6,20,12,108,29.17
13,19980417,19980515,19980424,71,2,71,6,11031,6,80,0,480,227.22
13,19980420,19980518,19980422,17,3,19,8,11036,6,7,0,42,149.47
13,19980429,19980610,,67,2,67,2,11059,6,30,0,180,85.8
13,19980505,19980602,,46,1,47,1,11071,6,10,3,57,0.93
13,19980506,19980603,,65,2,65,1,11077,6,4,0,24,8.53
14,19960705,19960816,19960710,79,1,79,6,10249,18.6,9,0,167.4,11.61
14,19961009,19961023,19961014,39,3,40,1,10325,18.6,9,0,167.4,64.86
14,19961018,19961115,19961025,87,3,86,5,10333,18.6,10,0,186,0.59
14,19961206,19970103,19961209,36,2,37,3,10375,18.6,15,0,279,20.12
14,19961225,19970122,19970103,71,3,71,1,10393,18.6,42,195.3,585.9,126.56
14,19970109,19970206,19970114,54,1,55,3,10409,18.6,12,0,223.2,29.83
14,19970113,19970210,19970115,87,2,86,8,10412,18.6,20,37.200001,334.8,3.77
14,19970127,19970224,19970303,59,2,59,4,10427,18.6,35,0,651,31.29
14,19970313,19970410,19970321,58,2,58,5,10474,18.6,12,0,223.2,83.49
14,19970411,19970509,19970416,37,2,38,6,10503,23.25,70,0,1627.5,16.74
14,19970602,19970630,19970604,71,3,71,6,10555,23.25,30,139.5,558,252.49
14,19970617,19970729,19970704,20,3,22,8,10571,23.25,11,38.362499,217.3875,26.06
14,19970626,19970724,19970701,56,3,57,4,10580,23.25,15,17.4375,331.3125,75.89
14,19970807,19970904,19970812,25,2,28,8,10623,23.25,21,0,488.25,97.18
14,19970808,19970905,19970814,2,1,3,3,10625,23.25,3,0,69.75,43.9
14,19970904,19971002,19970910,32,1,33,6,10656,23.25,3,6.9749999,62.775,57.15
14,19970919,19971017,19970923,25,2,28,5,10675,23.25,30,0,697.5,31.85
14,19971107,19971205,19971110,5,3,6,1,10733,23.25,16,0,372,110.11
14,19971121,19971219,19971124,87,1,86,9,10750,23.25,5,17.4375,98.8125,79.3
14,19971224,19980121,19980102,61,1,61,6,10794,23.25,15,69.75,279,21.49
14,19980506,19980603,,9,2,10,4,11076,23.25,20,116.25,348.75,38.28
14,19980506,19980603,,65,2,65,1,11077,23.25,1,0.69749999,22.5525,8.53
15,19960816,19960913,19960823,46,3,47,3,10283,12.4,20,0,248,84.81
15,19961007,19961104,19961014,39,1,40,4,10323,12.4,5,0,62,4.88
15,19970409,19970507,19970417,41,1,42,6,10500,15.5,12,9.3000002,176.7,42.68
15,19970625,19970723,19970704,45,2,46,1,10579,15.5,10,0,155,13.73
15,19970708,19970805,19970716,44,1,45,3,10592,15.5,25,19.375,368.125,32.1
15,19970904,19971002,19970915,71,2,71,2,10657,15.5,50,0,775,352.69
16,19960712,19960809,19960715,68,3,68,9,10255,13.9,35,0,486.5,148.33
16,19960723,19960820,19960731,20,3,22,9,10263,13.9,60,208.5,625.5,146.06
16,19960822,19960919,19960828,67,3,67,8,10287,13.9,40,83.400002,472.6,12.76
16,19960903,19961001,19960911,46,1,47,6,10296,13.9,30,0,417,0.12
16,19960920,19961018,19960927,77,2,77,8,10310,13.9,10,0,139,17.52
16,19961008,19961105,19961010,71,1,71,9,10324,13.9,21,43.785,248.115,214.27
16,19961121,19961219,19961126,72,3,72,5,10359,13.9,56,38.919998,739.48,288.43
16,19970103,19970131,19970109,20,3,22,4,10403,13.9,21,43.785,248.115,73.79
16,19970207,19970307,19970210,51,3,52,6,10439,13.9,16,0,222.4,4.07
16,19970210,19970310,19970228,71,2,71,4,10440,13.9,49,102.165,578.935,86.53
16,19970221,19970321,19970225,41,3,42,4,10454,13.9,20,55.599998,222.4,2.74
16,19970310,19970407,19970314,89,1,88,1,10469,13.9,35,72.974998,413.525,60.18
16,19970328,19970425,19970409,59,2,59,6,10489,13.9,18,0,250.2,5.29
16,19970423,19970507,19970523,63,1,63,2,10515,17.45,50,0,872.5,204.47
16,19970528,19970709,19970606,28,3,29,4,10551,17.45,40,104.7,593.3,72.95
16,19970530,19970627,19970603,87,2,86,2,10553,17.45,14,0,244.3,149.49
16,19970530,19970627,19970605,56,3,57,4,10554,17.45,30,26.174999,497.325,120.97
16,19970618,19970716,19970625,5,2,6,3,10572,17.45,12,20.940001,188.46,116.43
16,19970721,19970818,19970729,51,2,52,1,10605,17.45,30,26.174999,497.325,379.13
